"id","eixo","data_avaliacao","tipo_entidade","entidade","componente","item","estagio","pontuacao","comentario"
"1730","Políticas públicas","2025-09-01","Estado","Bahia","P1","C","Sem progresso","0","Na Bahia, o Plano Estadual de Mudanças do Clima ainda não foi elaborado, o que prejudica a consecução dos objetivos da Política, uma vez que não foram definidas estratégias e metas, baseadas no diagnóstico real das ações de mitigação. Além disso, não existem sistema, relatório, site, plataformas específicas, em linguagem simples, que apresentem dados sobre a implementação da estratégia de mitigação, de modo contínuo, em formatos padronizados abertos, com dados atualizados e disponíveis, ou seja, não há transparência ativa."
"1746","Políticas públicas","2025-09-01","Estado","Bahia","P2","A","Estágio inicial","0.333","A Bahia possui Política sobre a Mudança do Clima, que tem, dentre os seus objetivos, a definição e implementação de medidas para promover a adaptação à mudança do clima em todos os Territórios de Identidade, setores econômicos e sociais, especialmente aqueles mais vulneráveis aos seus efeitos adversos; formalizada por meio da Lei 12.050/2011, aprovada e em Vigor. Nesta Lei, constam as diretrizes da Política Estadual sobre Mudança do Clima, dentre elas, a adoção de medidas de adaptação para reduzir os efeitos adversos da mudança do clima nos sistemas ambiental, social e econômico, priorizando os mais vulneráveis. Porém, o Plano Estadual sobre Mudança do Clima ainda não foi elaborado."
"1747","Políticas públicas","2025-09-01","Estado","Bahia","P2","B","Estágio inicial","0.333","O Estado da Bahia possui Política sobre a Mudança do Clima, formalizada por meio da Lei 12.050/2011, aprovada e em vigor. Como diretriz desta Política, há previsão do  aperfeiçoamento e da observação sistemática do monitoramento do clima e suas manifestações no território estadual.  Além disso, é instrumento da Política Estadual sobre Mudança do Clima: os dados do monitoramento climático nacional, estadual e municipal. Portanto, há previsão formal de mecanismos para monitoramento da Política.  Por outro lado, o Estado ainda não elaborou o Plano de Ação Climática, bem como o Plano Estadual de Enfrentamento às Mudanças Climáticas. Porém, há iniciativas promovidas pela SEMA/INEMA, visando o monitoramento de eventos climáticos extremos, a exemplo do Programa Monitor de Secas, do qual o Instituto do Meio Ambiente e Recursos Hídricos do Estado da Bahia (INEMA) faz parte, com o objetivo de atuar como um mecanismo de integração da informação de nível federal, estadual e municipal nas áreas de meteorologia, recursos hídricos e agricultura, fortalecendo os mecanismos de monitoramento, previsão e alerta precoce de secas e estiagem. Com isso, há identificação das regiões mais afetadas pela seca, constituindo o Mapa do Monitor de Secas. Para tanto, o Estado tem atuado na manutenção emergencial de estações de monitoramento; participado da sala de crise da ANA, elaborado e divulgado, diariamente, Boletins sobre Chuvas."
"1740","Políticas públicas","2025-09-01","Estado","Bahia","P2","C","Sem progresso","0","Na Bahia, o Plano Estadual de Mudanças do Clima ainda não foi elaborado, o que prejudica a consecução dos objetivos da Política, uma vez que não foram definidas estratégias, metas, baseadas no diagnóstico real das ações de adaptação. Além disso, não existem sistema, relatório, site, plataformas específicas, em linguagem simples, que apresentem dados sobre a implementação da estratégia de adaptação, de modo contínuo, em formatos padronizados abertos, com dados atualizados e disponíveis, ou seja, não há transparência ativa."
"5653","Políticas públicas","2025-09-01","Estado","Bahia","P3","A","Estágio inicial","0.333","No Estado da Bahia, o planejamento e gestão territorial são parte integrante da Política Estadual de Desenvolvimento Urbano, ainda não formulada (fase de minuta de Lei, a ser apreciada pelo CONCIDADES e posteriormente pela Assembleia Legislativa). Na minuta do projeto, consta, como macrodiretriz orientadora do desenvolvimento urbano do Estado da Bahia, monitorar e controlar ocupações em áreas de vulnerabilidade a eventos climáticos ou riscos geológicos: Desenvolver mecanismos de controle e prevenção para áreas sujeitas a impactos graves de eventos climáticos extremos e riscos geológicos. Porém, não leva em consideração a redução de emissões de GEE. A ausência da formulação da política compromete as ações de monitoramento e avaliação. Ainda, a versão atual do Zoneamento Ecológico-Econômico (ZEE-BA) não contempla a necessidade de redução de  emissões de GEE."
"5622","Políticas públicas","2025-09-01","Estado","Bahia","P3","B","Estágio intermediário","0.666","Conforme Lei Estadual 14.812/2024, ainda sem regulamentação, que institui a Política de Mobilidade Inter-regional e Intraregional do Estado da Bahia, em seu Art. 9º, é diretriz específica para o eixo de Transporte Público Coletivo a priorização da adoção de modos de TPC com uma matriz energética de menor potencial poluente. Porém, a implementação desta Política está em fase inicial. O Estado, por meio da  Superintendência de Mobilidade (SUMOB), vinculada à SEDUR, tem implementado ações visando a descarbonização do sistema de transporte coletivo da Região Metropolitana de Salvador, a exemplo da implantação do Sistema Metroviário Salvador Lauro de Freitas (SMSL) e implantação do VLT (fase inicial); aquisição de ônibus elétricos; autorização para a Concessionária realizar migração da aquisição energética do SMSL do mercado convencional de energia para o mercado livre; migração da matriz energética do SMSL para uma matriz de fontes sustentáveis; estudos para implementação do Fundo de Mobilidade da Região Metropolitana de Salvador; estruturação do Programa de Capacitação para Uso de Bicicleta para mulheres. Porém, há necessidade de implementação de mecanismos de monitoramento das ações/iniciativas de mitigação de GEE. Dessa forma, o fato da Política de Mobilidade ter sido formulada recentemente, e dos instrumentos ainda não terem sido elaborados, compromete o monitoramento e avaliação das ações que devem ser adotadas, com foco na redução de emissão de GEE."
"5645","Políticas públicas","2025-09-01","Estado","Bahia","P3","C","Estágio intermediário","0.666","A Lei Estadual nº 12.932/2014, pendente de regulamentação, instituiu a Política Estadual de Resíduos Sólidos. O Estado, por meio da SEDUR, implementou o Programa Recicle Já Bahia,  que promove a coleta seletiva em órgãos públicos; criou Comitês Gestor e Executivo para inclusão socioeconômica de catadores de materiais; construiu/reformou galpões para cooperativas de catadores; apoiou empreendimentos econômicos e solidários; implementou Logística Reversa de Embalagens Plásticas Usadas de Óleos Lubrificantes; elaborou Projeto de Recuperação de Área Degradada/Alterada de vazadouros a céu aberto. Ainda, o Plano Estadual de Resíduos Sólidos contem requisitos mínimos de diagnóstico, proposição de cenários, metas de redução, reciclagem, aproveitamento energético dos gases, erradicação de lixões, diretrizes para coleta seletiva e disposição final de rejeitos, programas e meios de controle e fiscalização. Nesse Plano, há previsão da implantação de tecnologias para recuperação energética dos gases gerados em 18 aterros sanitários. Mas, em razão da vigência recente, conclusão em outubro de 2024, as ações previstas ainda não foram implementadas. Conforme SINISA 2024, a Bahia registra destinação final inadequada dos resíduos, com apenas 4,56% dos municípios com aterro sanitário. Além disso, a não implantação do Sistema Estadual de Informações sobre a Gestão dos Resíduos Sólidos prejudica o controle e avaliação das informações da Política Estadual de Resíduos Sólidos."
"7116","Políticas públicas","2025-09-01","Estado","Bahia","P3","D","Estágio intermediário","0.666","A Lei 14.889/2025 institui a Política de Transição Energética do Estado e o Programa Estadual de Transição Energética. Dentre os objetivos previstos (Art. 3º), está o enfrentamento dos efeitos adversos da mudança do clima, através da redução das emissões de GEE, observadas as diretrizes internacionais estabelecidas pela Convenção-Quadro das Nações Unidas sobre Mudança do Clima e compromissos assumidos pelo Estado. Por sua vez, o Plano Estadual de Transição Energética, em processo  de elaboração do Termo de Referência, estabelecerá metas, que estão condicionadas aos resultados do diagnóstico que será realizado. Com relação ao PROTENER, foi instituído Comitê de Acompanhamento do Plano Estadual de Transição Energética, de caráter deliberativo, formado pela SEMA, SDE, SECTI, SEAGRI, SEINFRA, SDR, FAPESB, INEMA. Os Polos de Transição Energética, instrumentos das Políticas, ainda não foram implementados. É exemplo de mecanismos legal, financeiro e econômico, referentes à transição energética, incentivo tributário previsto no art. 4o, inciso XIII, da Lei Estadual 6.348/1991, destinado a fomentar práticas sustentáveis a partir da isenção do pagamento do IPVA para veículos 100% elétricos com valor de mercado de até R$300.000,00. Isto representa estímulo à redução da emissão de GEE. Destaca-se que 98,51% da energia elétrica gerada na Bahia é proveniente de fontes renováveis. O Estado possui programas de eficiência energética a exemplo do Programa Escolas Sustentáveis."
"4743","Políticas públicas","2025-09-01","Estado","Bahia","P4","A","Estágio intermediário","0.666","A Política Estadual de Recursos Hídricos foi definida pela Lei no 11.612/2009. Há previsão do Plano Estadual de Recursos Hídricos, como instrumento da Política, o qual foi instituído em 2005 (Resolução CONERH nº 01/2005), com horizonte de implementação 2004-2020, com vigência prorrogada até 2023. Porém, ainda não houve atualização. Verificou-se que as ações propostas e a gestão dos recursos hídricos não abordam a adaptação climática e não preveem ações para reduzir os riscos associados aos impactos das mudanças climáticas. No entanto, nos Planos de Bacia estaduais aprovados, há diagnóstico/prognóstico com projeção de cenários, objetivos e metas relacionados aos impactos das mudanças climáticas. O Fórum Baiano de Comitês de Bacias Hidrográficas é a instância colegiada formada pelos Comitês de Bacias legalmente instituídos no âmbito do Sistema Estadual de Recursos Hídricos. Na Bahia existem 14 Comitês de domínio estadual. Relativo aos sistemas de monitoramento, no Estado há Unidades de monitoramento remoto UMR, que avalia a qualidade da água para diversos parâmetros, tais como: temperatura, pH, turbidez, oxigênio; entre outras plataformas de Coleta de Dados (PCD's) meteorológicos. Ainda, há uma Sala de Situação do INEMA que emite aviso de Alerta Hidrológico."
"4712","Políticas públicas","2025-09-01","Estado","Bahia","P4","B","Estágio intermediário","0.666","A Secretaria da Saúde do Estado da Bahia (SESAB), por meio da Superintendência de Vigilância e Proteção da Saúde (SUVISA), desenvolve ações voltadas à mitigação e adaptação aos efeitos das mudanças climáticas globais, a exemplo do acompanhamento de dados técnicos e científicos sobre mudanças climáticas fornecidos por instituições como o INPE, que subsidiam análises de risco situacional e a formulação de estratégias no campo da Vigilância em Saúde; promove articulações intra e intersetoriais com a Defesa Civil e a Secretaria Estadual do Meio Ambiente e Infraestrutura SEMA/INEMA, visando integração de informações para a tomada de decisões; faz uso de sistemas de informação em saúde (SINAN, SIH, SIM, VIGIÁGUA, SISSOLO, VIGIA) para o monitoramento de agravos e doenças relacionados ao meio ambiente. Ainda, a SUVISA, junto aos 09 Núcleos Regionais de Saúde, atuou na elaboração e atualização dos Plano de Queimadas e do Plano Multirrisco, bem como participa do Grupo de Trabalho ""Bahia Sem Fogo"". Está em elaboração o Plano Setorial da Saúde para Mitigação e Adaptação às Mudanças Climáticas do Estado. A Bahia foi incorporada como a primeira, entre as unidades federadas do Brasil, a integrar o State Party Self-Assessment Annual Reporting (SPAR), plataforma da Organização Mundial da Saúde (OMS) que permite avaliar e reportar as capacidades de detectar, notificar e responder a emergências de saúde pública."
"7171","Políticas públicas","2025-09-01","Estado","Bahia","P4","C","Estágio inicial","0.333","O Plano ABC+ Bahia 2020-2030: Plano estadual para adaptação à mudança do clima e baixa emissão de carbono na agropecuária com vistas ao desenvolvimento sustentável/SEAGRI, tem foco na consolidação de uma agropecuária estadual alicerçada sobre sistemas sustentáveis, resilientes e produtivos, capazes de reduzir as emissões de gases de efeito estufa (GEE). Dentre os seus objetivos, estão viabilizar as reparações ambientais pelos danos causados pela emissão de GEE e fomentar a utilização de fontes de energia renováveis com baixa emissão de GEE. No PPA 2024-2027 há previsões voltadas para promoção de ações de mitigação dos efeitos das mudanças climáticas na produção agrícola: Iniciativa: Implementar o plano Agricultura de Baixo Carbono - ABC+Bahia - SEAGRI; Programa - Cultive Conhecimento: Assistência Técnica e Extensão Rural para o Sucesso no campo (da SEAGRI e SDR). Assim, o Planejamento e a gestão do Setor Agropecuário e Segurança Alimentar abordam a adaptação climática, prevendo ações para redução dos riscos associados aos impactos das mudanças climáticas, mas não há evidências quanto ao monitoramento das projeções de cenários climáticos."
"7401","Políticas públicas","2025-09-01","Estado","Bahia","P4","D","Estágio intermediário","0.666","A Lei 14.889/2025 instituiu a Política de Transição Energética do Estado, com objetivo de enfrentar os efeitos adversos da mudança do clima. A Lei 14.573/2023 criou o Programa Est. de Incentivo ao Uso da Energia Sustentável no Estado, visando compartilhar e difundir conhecimentos teóricos e práticos sobre Energia Sustentável, conscientizar a população baiana da importância do consumo consciente; estabelecer políticas públicas e adoções de medidas para implementação de ações voltadas a dotar os prédios públicos estaduais com meios de utilização de energia limpa. O Estado regulamentou a questão pertinente à eficiência energética no âmbito das suas unidades, por meio do Decreto 7.657/1999, que dispõe sobre o uso eficiente de energia elétrica, no âmbito da Administração Direta/Indireta. Na Bahia, 98,51% da energia elétrica gerada é proveniente de fontes renováveis. Ainda, o Programa Bahia Energia (PPA 2024-2027) que objetiva aumentar a geração e oferta de energia no estado, especialmente proveniente de fontes renováveis; expandir o acesso à energia elétrica em todo o meio rural; e ampliar a oferta de gás natural para os diversos municípios. Dentre os compromissos, está articular, junto aos agentes do setor elétrico, a implementação de novas linhas de transmissão e subestações. Segundo relatório de avaliação, o indicador de desempenho desse programa, para 2024, foi 41,71%. Não há evidências de sistema de monitoramento das projeções de cenários climáticos futuros em operação."
"7523","Políticas públicas","2025-09-01","Estado","Bahia","P5","A","Estágio inicial","0.333","A Política Estadual de Proteção e Defesa Civil foi instituída por meio da Lei Nº 14.882/2025; tem como objetivo promover ações de prevenção, de mitigação, de preparação, de resposta e recuperação, voltadas à proteção e defesa civil. Neste normativo, há previsão da integração da PEPDEC com outras políticas, a exemplo de ordenamento territorial, meio ambiente e mudanças climáticas. O Plano Estadual de Proteção e Defesa Civil - PLEPDEC deverá conter, no mínimo, a identificação das bacias hidrográficas do Estado com risco de ocorrência de desastres; as diretrizes de ação governamental de proteção e defesa civil no âmbito estadual, em especial no que se refere à implantação da rede de monitoramento meteorológico, hidrológico e geológico das bacias com risco de desastre e mecanismos de monitoramento dos eventos adversos mais recorrentes no Estado. É competência da Superintendência de Proteção e Defesa Civil - SUDEC implementar o PLEPDEC. Porém, o Plano ainda não foi instituído, apesar de haver previsão desde 2013, conforme  Lei nº 12.921/2013. O Fundo Permanente para a Defesa Civil (FUNPDEC) foi criado por meio da Lei Complementar Nº 58/2024. Ainda, houve nomeação recente dos membros para compor o Conselho Estadual de Proteção e Defesa Civil - CEPDEC (10/07/25). Há, ainda, o Plano Estadual de Convivência com o Semiárido 2020-2029, que aborda a análise situacional e Integrada; cenários futuros para o Semiárido e matriz Programática, com vistas ao alcance dos macro-objetivos."
"7524","Políticas públicas","2025-09-01","Estado","Bahia","P5","B","Estágio inicial","0.333","Como a instituição da Política Estadual de Proteção e Defesa Civil data de março de 2025 e considerando que o Plano Estadual de Proteção e Defesa Civil - PLEPDEC ainda não foi instituído na Bahia, não e possível conhecer, nem tampouco monitorar e avaliar, as ações previstas no Plano voltadas para prevenção, mitigação, preparação e resposta, frente aos desafios climáticos. Porém, verificou-se a execução de ações isoladas, tais como o monitoramento, por parte do Instituto de Meio Ambiente e Recursos Hídricos da Bahia (INEMA), de  eventos climáticos extremos (seca e chuvas), através de estações de monitoramento, que permite conhecer e atuar em cenários de Alerta e Atenção."
"7584","Financiamento","2025-09-19","Município","Salvador","F1","A","Estágio avançado","1","Salvador demonstra um estágio avançado no alinhamento de suas leis orçamentárias com os planos e estratégias climáticas. 
A análise revelou que o Plano Plurianual (PPA) 2022-2025 integra de forma clara o enfrentamento das mudanças climáticas como uma diretriz estratégica, por meio do programa ""CIDADE INOVADORA, SUSTENTÁVEL E RESILIENTE"". 
As Leis Orçamentárias Anuais (LOAs) de 2024 e 2025 evidenciam a alocação de recursos próprios (do Tesouro Municipal, código 1.500.1) para ações e iniciativas de mitigação e adaptação. Exemplos incluem os investimentos em ""Geomanta Protegendo Encostas"" pela CODESAL e projetos de educação ambiental pela SECIS, bem como os incentivos fiscais do IPTU Verde e IPTU Amarelo. 
Essa alocação orçamentária está consistentemente alinhada com as políticas e estratégias detalhadas no Plano Municipal de Adaptação e Mitigação às Mudanças Climáticas (PMAMC), com os órgãos responsáveis recebendo os recursos para a execução das ações planejadas."
"7585","Financiamento","2025-09-19","Município","Salvador","F1","B","Estágio inicial","0.333","A Prefeitura Municipal de Salvador demonstrou um comprometimento notável com a agenda climática através de um robusto planejamento (PMAMC e PPA) que identifica ações, objetivos e indicadores de mitigação e adaptação. 
Essa fase de planejamento é um ponto forte crucial, indicando uma visão clara e intencionalidade em suas ações climáticas. Contudo, a análise dos documentos orçamentários revelou fragilidades significativas na transposição dessa intencionalidade para o sistema de gestão financeira do orçamento. 
Atualmente, o orçamento público não possui um sistema de classificação ou ""marcação"" que permita rastrear de forma explícita e sistemática os gastos diretos, indiretos ou aqueles com impactos negativos nas mudanças climáticas. Isso limita a capacidade de avaliar a alocação de recursos financeiros de forma abrangente para a agenda climática e aprimorar a responsabilidade fiscal em relação a esses compromissos."
"7564","Financiamento","2025-09-19","Município","Salvador","F1","C","Estágio inicial","0.333","A Prefeitura Municipal de Salvador evidencia o reconhecimento da importância de integrar critérios de sustentabilidade, mitigação de GEE e adaptação climática em suas contratações públicas. Esse compromisso está expresso no Plano Municipal de Mitigação e Adaptação às Mudanças do Clima (PMAMC), que prevê ações específicas, como a Ação 35.1 (""criar critérios de circularidade para produtos e serviços nas compras públicas"") e a Ação 51 (""incluir critérios de eficiência energética nas aquisições públicas"") [01, p. 138, 145]. Atualmente, ambas encontram-se na fase de ""Proposição"", com horizonte de implementação de médio prazo (até 2032), o que demonstra que os mecanismos necessários à sua aplicação sistemática ainda estão em desenvolvimento e não se encontram plenamente operacionais.
No que se refere à capacidade técnica, embora o PMAMC registre um compromisso mais amplo com a capacitação dos servidores [02, p. 234, 235], não foram identificadas iniciativas voltadas especificamente à formação ou ao preparo das equipes de licitação para lidar com esses novos critérios. A ausência de mecanismos consolidados e de capacitação direcionada limita, no momento, a capacidade do município de implementar de forma efetiva uma política de compras públicas sustentáveis e alinhadas às metas climáticas.
Diante da existência de proposições formais, mas ainda não implementadas, e da carência de capacidade técnica específica, a situação pode ser classificada como ""Estágio Inicial""."
"7565","Financiamento","2025-09-19","Município","Salvador","F1","D","Estágio inicial","0.333","A Prefeitura Municipal de Salvador demonstra compromisso com a transparência em suas políticas e planos, incluindo a agenda climática. O PMAMC [01, p. 151, 154, 155, 168] explicita a intenção de disponibilizar informações em linguagem simples e acessível ao público. Além disso, existem mecanismos gerais de transparência orçamentária, por meio de plataformas eletrônicas e do Portal da Transparência, que abrangem de forma ampla as despesas públicas [02, p. 256; 03, p. 256, 268, 269].
Entretanto, a análise evidencia que a transparência específica sobre orçamento e gastos relacionados a ações climáticas ainda não está consolidada como categoria contínua e independente, em formato de dados abertos e passível de fácil consulta, além da disponibilização em documentos PDF. As ""fichas de ações"" do PMAMC apresentam informações sobre o status de financiamento das iniciativas climáticas, mas não detalham valores orçamentários [01, p. 113, 114]. Da mesma forma, não foram encontradas evidências de divulgação estruturada sobre contratações emergenciais vinculadas a desastres climáticos, em conformidade com atributos de dados abertos e linguagem simples.
Diante da existência de esforços iniciais e de um arcabouço geral de transparência fiscal, mas da ausência de mecanismos específicos e abrangentes para o orçamento climático e para contratações emergenciais climáticas, o cenário é classificado como ""Estágio Inicial""."
"7567","Financiamento","2025-09-19","Município","Salvador","F2","A","Estágio avançado","1","A Prefeitura Municipal de Salvador demonstra um sólido e abrangente nível de adesão a programas e políticas climáticas, tanto nacionais quanto estaduais. O Plano de Mitigação e Adaptação às Mudanças do Clima de Salvador (PMAMC) é um documento estratégico que não apenas mapeia oportunidades de financiamento e alinha suas ações com estruturas maiores (como os ODS e Planos de Ação Climática de outras cidades), mas também detalha o status de financiamento para suas ações prioritárias.
A capacidade técnica para elaborar e executar esses programas é evidenciada pela intensa participação intersetorial da administração municipal, o uso de metodologias internacionais (GPC, IPCC) e o compromisso explícito com a capacitação de servidores e a melhoria contínua de dados.
Por fim, a cidade está ativamente implementando uma série de ações que são parte integrante de sua estratégia climática e que se alinham com programas e políticas mais amplas, como investimentos em saneamento, resíduos, eficiência energética e resiliência urbana, com dotações orçamentárias explícitas nos documentos fiscais (PPA, LDO, LOA). Os pontos fortes incluem a existência de um plano climático detalhado, a integração de objetivos climáticos no planejamento orçamentário e a dedicação ao fortalecimento da capacidade institucional."
"7568","Financiamento","2025-09-19","Município","Salvador","F2","B","Estágio intermediário","0.666","O município de Salvador demonstra um considerável nível de maturidade e eficácia no que tange ao acesso a outras fontes de financiamento para seus projetos, particularmente em relação às ações climáticas. Há um planejamento estratégico para a captação de recursos externos, evidenciado pela busca ativa por convênios e operações de crédito, bem como pela identificação de parcerias internacionais e locais. A capacidade técnica para elaboração de projetos competitivos é robusta, sustentada por uma gestão pública que valoriza a capacitação de seus servidores, a modernização de processos e a colaboração com especialistas e a comunidade científica. Mais importante ainda, o município comprova a efetiva captação desses recursos, com bilhões de reais provenientes de operações de crédito e convênios já incorporados ao seu orçamento, financiando uma gama de investimentos e projetos. A abordagem integrada entre o planejamento climático (PMAMC) e o planejamento fiscal (PPA e LDO) assegura que as oportunidades de financiamento sejam sistematicamente mapeadas, os projetos sejam tecnicamente viáveis e os recursos sejam efetivamente captados para alcançar os objetivos de mitigação e adaptação."
"7590","Financiamento","2025-09-19","Município","Salvador","F2","C","Estágio intermediário","0.666","A Prefeitura Municipal de Salvador demonstra um compromisso com o monitoramento e a transparência de suas ações climáticas e de gestão fiscal. O município possui mecanismos e planos para realizar o monitoramento regular das ações (Critério 1 - Atendido), incluindo balanços periódicos de indicadores e atualizações de inventários de GEE. Há também sistemas e ferramentas específicas, como o Sistema Sigef e plataformas digitais planejadas (Salvador Dados, Observatório Salvador), para gerenciar e disponibilizar dados para auditoria e acesso público (Critério 2 - Atendido).
As principais fragilidades residem na plena acessibilidade e compreensibilidade das informações para a população em geral (Critério 3 - Parcialmente Atendido). Embora haja o objetivo de ""linguagem simplificada e acessível"" e a publicação de informações para ""amplo acesso e uso pela sociedade"", o próprio PMAMC reconhece a complexidade inerente ao tema das mudanças climáticas e o desafio de torná-la de fácil absorção por todos os cidadãos."
"7591","Financiamento","2025-09-19","Município","Salvador","F3","A","Estágio intermediário","0.666","A Prefeitura Municipal de Salvador demonstra um compromisso claro com o monitoramento e a transparência de suas ações climáticas e de gestão fiscal. O município possui mecanismos e planos para realizar o monitoramento regular das ações (Critério 1 - Atendido), incluindo balanços periódicos de indicadores e atualizações de inventários de GEE. Há também sistemas e ferramentas específicas, como o Sistema Sigef e plataformas digitais planejadas (Salvador Dados, Observatório Salvador), para gerenciar e disponibilizar dados para auditoria e acesso público (Critério 2 - Atendido).
As principais fragilidades residem na plena acessibilidade e compreensibilidade das informações para a população em geral (Critério 3 - Parcialmente Atendido). Embora haja o objetivo de ""linguagem simplificada e acessível"" e a publicação de informações para ""amplo acesso e uso pela sociedade"", o próprio PMAMC reconhece a complexidade inerente ao tema das mudanças climáticas e o desafio de torná-la de fácil absorção por todos os cidadãos."
"7592","Financiamento","2025-09-19","Município","Salvador","F3","B","Estágio inicial","0.333","A Prefeitura Municipal de Salvador demonstra um compromisso louvável com a transparência e o monitoramento de suas ações climáticas e da gestão fiscal em geral. Existem planos e documentos que evidenciam a intenção de manter a sociedade informada e de promover a acessibilidade à informação. Além disso, a administração municipal tem implementado políticas e programas para incentivar a participação da iniciativa privada em ações de mitigação e adaptação às mudanças climáticas, como a certificação ""IPTU Verde"" e a criação de um ""Selo de apoio ao PMAMC"".
Entretanto, uma análise focada estritamente na mobilização de recursos financeiros privados para o financiamento climático revela fragilidades. Não há, nos documentos apresentados, evidências de que a Prefeitura possua ou esteja em processo de desenvolvimento de um sistema específico para monitorar de forma contínua e regular o valor ou a natureza dos recursos financeiros privados que são efetivamente mobilizados para o financiamento climático. Consequentemente, a ausência desse monitoramento específico impede a existência de mecanismos de transparência ativa (como relatórios ou plataformas dedicadas) e a disponibilização de dados desagregados e de fácil acesso para consulta e auditoria sobre esse fluxo financeiro particular. As métricas existentes avaliam a adesão a programas públicos de incentivo, mas não a captação direta de capital privado para fins climáticos."
"4042","Financiamento","2025-08-28","Estado","Minas Gerais","F1","A","Estágio intermediário","0.666","Minas Gerais apresenta ações relevantes do Executivo estadual na tentativa de integrar a agenda climática às finanças públicas. O Plano Estadual de Ação Climática (PLAC-MG) prevê, por exemplo, a promoção da disponibilidade de recursos financeiros para sua implementação (Ação 1, Tabela 33), além de destacar a importância da criação de uma Lei Estadual de Mudança do Clima que assegure o alinhamento entre o PLAC, a LOA e o PPAG. Contudo, embora não exista um desalinhamento das ações constantes nas leis orçamentárias com o PLAC-MG, conforme verificado no próprio PPAG 2024-2027, apenas três ações orçamentárias (4046, 1579, 4408) mencionam o PLAC-MG, sendo que, na LOA, foi identificada execução apenas da Ação 4046 - ""Mudanças Climáticas e Qualidade Ambiental"". Essa fragilidade na conexão concreta entre o planejamento climático e a execução orçamentária indica que a integração entre  o PLAC/MG e leis orçamentárias ainda está em desenvolvimento. Nesse contexto, considerando que há possibilidades de melhorias na integração entre o PLAC e as ações constantes nas leis orçamentárias, o estado atendeu aos critérios exigidos pelo Manual do Painel ClimaBrasil para a classificação no estágio intermediário."
"4043","Financiamento","2025-08-28","Estado","Minas Gerais","F1","B","Estágio inicial","0.333","A classificação deste item como ""estágio inicial"" está em conformidade com os critérios metodológicos definidos no Manual de Aplicação do Painel ClimaBrasil. Este item avalia a existência de mecanismos formais para rastrear, classificar e monitorar as despesas públicas com impactos climáticos positivos e negativos. Para avançar na escala de maturidade, seria necessário que o Estado adotasse uma taxonomia climática ou sistema de marcação orçamentária, com códigos ou indicadores específicos aplicados às peças orçamentárias (LOA, LDO, PPA), permitindo a identificação de gastos voltados à mitigação, adaptação ou transição justa. No entanto, conforme reconhecido na própria resposta do Estado, ainda há baixa integração entre o orçamento público e o PLAC-MG. Tampouco foram apresentados dados sobre gastos públicos com efeitos adversos ao clima, como subsídios prejudiciais ou investimentos incompatíveis com metas climáticas. Diante disso, observa-se que, embora o Estado reconheça a importância do tema e tenha metas definidas no PLAC/MG, ainda possui uma estruturação técnica e normativa insuficiente para operacionalizar o rastreamento de despesas climáticas. É possível identificar no PPAG e na LOA, os programas identificados por Objetivo de Desenvolvimento Sustentável (ODS), dentre eles, o ODS 13 - Ação contra a Mudança Global do Clima; e verificou-se duas ações no PPAG que mencionam o PLAC/MG. Nesse contexto, a classificação como ""inicial"" é tecnicamente adequada."
"4044","Financiamento","2025-08-28","Estado","Minas Gerais","F1","C","Estágio avançado","1","Minas Gerais apresenta mecanismos consistentes que comprovam a adoção de critérios de sustentabilidade, redução de emissões de gases de efeito estufa (GEE) e adaptação às mudanças climáticas nas compras e contratações públicas, atendendo aos atributos deste item. O Decreto n. 48.938/2024 estabelece normas claras para que todos os órgãos e entidades da Administração Pública estadual incorporem critérios de desenvolvimento sustentável em seus processos licitatórios. Essa diretriz é operacionalizada por manuais de compras sustentáveis, que oferecem modelos de cláusulas e orientações técnicas para garantir contratações alinhadas à agenda climática. Além disso, esse decreto inclui critérios específicos relacionados à mitigação de GEE e adaptação, como a priorização de soluções com menor impacto ambiental e maior resiliência climática, atendendo diretamente ao segundo atributo. O Estado também promove oficinas e debates regionais sobre o tema, conforme evidenciam as notícias de planejamento e eventos formativos realizados em 2024, demonstrando esforço contínuo na capacitação de servidores para aplicação efetiva desses critérios. Complementarmente, o Relatório de Sustentabilidade do BDMG reforça o compromisso institucional com contratações sustentáveis e financiamentos ligados a essa temática. Diante disso, Minas Gerais foi classificado no estágio avançado."
"4023","Financiamento","2025-08-28","Estado","Minas Gerais","F1","D","Estágio intermediário","0.666","O Estado de Minas Gerais disponibiliza dados de receitas e despesas públicas por meio de plataformas, como o Portal da Transparência (que integra dados do SIAFI/MG) e Portal da Transparência do Meio Ambiente. O Portal da Transparência possibilita a consulta pública à execução orçamentária e permite a exportação em formatos abertos (CSV). É possível consultar, detalhadamente, as despesas executadas em cada programa e ação do PPAG e da LOA (inclusive aquelas relacionadas a mudanças climáticas), atendendo parcialmente aos critérios do Painel ClimaBrasil.  Também há o Portal de Transparência do Meio Ambiente, que possui diversas informações relacionadas à temática, mas sem contemplar o aspecto orçamentário. No, no Portal da Transparência,  não há um agrupamento temático ou painel que destaque os gastos públicos voltados especificamente às políticas climáticas. Tampouco foi identificada categorização clara sobre contratações emergenciais associadas a desastres climáticos. Dessa forma, a transparência ativa é parcial e não garante que o cidadão comum compreenda, acesse e monitore efetivamente os recursos destinados à agenda climática. Com base nesses elementos, classifica-se o item em estágio intermediário."
